kpi_name,indicator_id,commodity,net_achievement,net_annual_target,stakeholder_disaggregation,results_new,results_continued,targets_new,targets_continued,year,project_name,country
# of partner companies that directly reward farmers for sustainable production practices,S6.4,Coffee,0,0,Unspecified,0,0,,,2027,Starbucks Uganda project,Uganda
# of partner companies that directly reward farmers for sustainable production practices,S6.4,Coffee,0,0,Unspecified,0,0,,,2028,Starbucks Uganda project,Uganda
# of partner companies that directly reward farmers for sustainable production practices,S6.4,Coffee,0,0,Unspecified,0,0,,,2029,Starbucks Uganda project,Uganda
# of partner companies that directly reward farmers for sustainable production practices,S6.4,Coffee,0,0,Unspecified,0,0,,,2030,Starbucks Uganda project,Uganda
# of mandatory regulations and voluntary frameworks improved or established to protect and promote the interests of smallholder farmers and workers,S6.3,Coffee,0,0,Unspecified,0,0,,,2027,Starbucks Uganda project,Uganda
# of mandatory regulations and voluntary frameworks improved or established to protect and promote the interests of smallholder farmers and workers,S6.3,Coffee,0,0,Unspecified,0,0,,,2028,Starbucks Uganda project,Uganda
# of mandatory regulations and voluntary frameworks improved or established to protect and promote the interests of smallholder farmers and workers,S6.3,Coffee,0,0,Unspecified,0,0,,,2029,Starbucks Uganda project,Uganda
# of mandatory regulations and voluntary frameworks improved or established to protect and promote the interests of smallholder farmers and workers,S6.3,Coffee,0,0,Unspecified,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Male,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Male,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Male,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Male,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Female,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Female,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Female,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers who are recognized as (co)- owners of value addition or service provision businesses,S2.5,Coffee,0,0,Female,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,8,Male,0,0,8,,2026,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Male,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Male,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Male,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Male,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,6,Female,0,0,6,,2026,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Female,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Female,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Female,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers that access new or improved services from service providers supported by Solidaridad,S2.1,Coffee,0,0,Female,0,0,,,2030,Starbucks Uganda project,Uganda
# tGHGe/year mitigated,S1.2,Coffee,0,0,Unspecified,0,0,,,2027,Starbucks Uganda project,Uganda
# tGHGe/year mitigated,S1.2,Coffee,0,0,Unspecified,0,0,,,2028,Starbucks Uganda project,Uganda
# tGHGe/year mitigated,S1.2,Coffee,0,0,Unspecified,0,0,,,2029,Starbucks Uganda project,Uganda
# tGHGe/year mitigated,S1.2,Coffee,0,0,Unspecified,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Male,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Male,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Male,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Male,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Female,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Female,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Female,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers with improved farm viability,S6.2,Coffee,0,0,Female,0,0,,,2030,Starbucks Uganda project,Uganda
# of farmers with enhanced resilience,S6.1,Coffee,0,0,Unspecified,0,0,,,2027,Starbucks Uganda project,Uganda
# of farmers with enhanced resilience,S6.1,Coffee,0,0,Unspecified,0,0,,,2028,Starbucks Uganda project,Uganda
# of farmers with enhanced resilience,S6.1,Coffee,0,0,Unspecified,0,0,,,2029,Starbucks Uganda project,Uganda
# of farmers with enhanced resilience,S6.1,Coffee,0,0,Unspecified,0,0,,,2030,Starbucks Uganda project,Uganda
"Amount in EUR invested by these (dutch, European, Global) corporate partners (including co-, match-, and in-kind funding)",G047,Coffee,2,2,Unspecified,2,0,2,,2025,RAIN Challenge,Tanzania
# of ha under sustainable management in a given year,S1.1,Coffee,1217,1050,Unspecified,1217,0,1050,,2025,RAIN Challenge,Tanzania
# of farmers trained,GP026,Coffee,1363,1000,Unspecified,1363,0,1000,,2025,RAIN Challenge,Tanzania
# Farmers that implement Good Practices,GP018,Coffee,1104,700,Unspecified,1104,0,700,,2025,RAIN Challenge,Tanzania
# of producers who received capacity building in financial management,REC59,Coffee,898,700,Unspecified,898,0,700,,2025,RAIN Challenge,Tanzania
